app,DIR,DIR_TEST,ARQ_SRC,TEST_SRC,LINES_SRC,TestLINES_SRC,METH_SRC,testMETH_SRC,PCKG_SRC,TEST_PCKG,AS_Studio,Eclipse,XML,JS,HTML,CSS,H,C,CPP,RB,PY,SCALA,DIR_VALUES,DIR_LAYOUT,DIR_DRAWABLE,ARQ_DRAWABLE,ARQ_VALUES,ARQ_LAYOUT,INTSMALL,INTNORMAL,INTLARGE,INTXLARGE,INTLDPI,INTMDPI,INTHDPI,INTXDPI,INTXXDPI,INTXXXDPI,INTNODPI,isBlResizeable,isBlSmallScreens,isBlNormalScreens,isBlLargeScreens,isBlXlargeScreens,isBlAnyDensity,getIntRequiresSmallestWidthDp,getIntCompatibleWidthLimitDp,getIntLargestWidthLimitDp,getScreenSize,getScreenDensity,isReqFiveWayNav,isReqHardKeyboard,getReqKeyboardType,getReqNavigation,getReqTouchScreen,getMinSdkVersion,getTargetSdkVersion,getMaxSdkVersion,getIntPortrait,getIntLandscape,getNetworkState,getBluetooth,getBluetoothAdmin,getInternet,getChangeNetworkState,getChangeWifiState,getSrcAccelerometer,getSrcAmbient_temperature,getSrcGravity,getSrcGyroscope,getSrcLight,getSrcLinear_acceleration,getSrcMagnetic_field,getSrcOrientation,getSrcPressure,getSrcProximity,getSrcRelative_humidity,getSrcRotation_vector,getSrcTemperature,getSrcGpsLocation,getTesteAccelerometer,getTesteAmbient_temperature,getTesteGravity,getTesteGyroscope,getTesteLight,getTesteLinear_acceleration,getTesteMagnetic_field,getTesteOrientation,getTestePressure,getTesteProximity,getTesteRelative_humidity,getTesteRotation_vector,getTesteTemperature,getTesteGpsLocation,XMLgetStWifi,XMLgetStBluetooth,XMLgetStInternet,XMLgetStNetwork,XMLgetStLocation,XMLgetStAccess_gps,XMLgetStRecord_audio,getSrcConnected,getSrcGUI,getSrcResources,getSrcSensors,getSrcMultiple,getTesteConnected,getTesteGUI,getTesteResources,getTesteSensors,getTesteMultiple,getStandroid,getStjunit,getStrobolectric,getSthamcrest,getStfest,getStrobotium,getStselenium,getStespresso,getStuiautomator,getSteasymock,getStmock,getStmockito,getStmonkeyrunner,getStappium,getSttestng,getStjmeter,getStselendroid,getStFrameLayout,getStLinearLayout,getStTableLayout,getStGridLayout,getStRelativeLayout,getStTextView,getStButton,getStRadioButton,getStCheckBox,getStSwitch,getStToggleButton,getStImageView,getStProgressBar,getStSeekBar,getStRatingBar,getStSpinner,getStWebView,getStText,getStEditText,getStPersonName,getStPassword,getStPhone,getStMultilineText,getStNumber,getStRadioGroup,getStListView,getStGridView,getOnswipetouchlistener,getOndoubletaplistener,getOnscalegesturelistener,getShakelistener,getOndraglistener,getOnscrolllistener,XML_android:contentDescription,XML_android:screenOrientation,XML_android:inputType,XML_android:inputMethod,XML_android:phoneNumber,XML_android:password,XML_android:numeric,XML_android:digits,XML_android:autoText,XML_android:editable,XML_android:background,XML_android:textColor,XML_android:autoSizeTextType,XML_android:textSize,XML_android:textScaleX,XML_android:autoSizeMaxTextSize,XML_android:autoSizeMinTextSize,XML_android:autoSizePresetSizes,XML_android:lineSpacingMultiplier,XML_android:lineSpacingExtra,XML_android:letterSpacing,XML_android:animateLayoutChanges,XML_android:nextFocusForward,XML_android:nextFocusUp,XML_android:nextFocusDown,XML_android:nextFocusLeft,XML_android:nextFocusRight,XML_android:accessibilityPaneTitle,XML_android:accessibilityTraversalBefore,XML_android:accessibilityTraversalAfter,XML_android:accessibilityHeading,XML_android:cursorVisible,XML_androind:minWidth,XML_androind:minHeight,XML_androind:screenReaderFocusable,XML_androind:focusable,XML_android:hint,XML_android:labelFor,XML_android:accessibilityLiveRegion,XML_android:importantForAccessibility,XML_android:hapticFeedbackEnabled,SRC_setContentDescription,SRC_addCaptioningChangeListener,SRC_getFontScale,SRC_getLocale,SRC_getUserStyle,SRC_isEnabled,SRC_removeCaptioningChangeListener,SRC_setScreenOrientation,SRC_setInputType,SRC_setTransformationMethod,SRC_setAutoText,SRC_setEditable,SRC_setBackgroundColor,SRC_setTextColor,SRC_setAutoSizeTextTypeWithDefaults,SRC_setTextSize,SRC_setTextScaleX,SRC_setAutoSizeTextTypeUniformWithConfiguration,SRC_setAutoSizeTextTypeUniformWithPresetSizes,SRC_setLineSpacing,SRC_setLetterSpacing,SRC_setLayoutTransition,SRC_setNextFocusForwardId,SRC_setNextFocusUpId,SRC_setNextFocusDownId,SRC_setNextFocusLeftId,SRC_setNextFocusRightId,SRC_setAccessibilityPaneTitle,SRC_setAccessibilityTraversalBefore,SRC_setAccessibilityTraversalAfter,SRC_setAccessibilityHeading,SRC_setCursorVisible,SRC_setMinWidth,SRC_setMinHeight,SRC_setScreenReaderFocusable,SRC_setFocusable,SRC_setHint,SRC_setLabelFor,SRC_onInitializeAccessibilityNodeInfo,SRC_replaceAccessibilityAction,SRC_setAccessibilityLiveRegion,SRC_setImportantForAccessibility,SRC_setHapticFeedbackEnabled,SRC_sendAccessibilityEvent,SRC_sendAccessibilityEventUnchecked,SRC_dispatchPopulateAccessibilityEvent,SRC_onPopulateAccessibilityEvent,SRC_onRequestSendAccessibilityEvent,SRC_onBindViewHolder,TOTAL_ACC_ATTRIBUTES,ACTIVITIES,SCORE_ACC_NORMALIZED,XML_ATT,SRC_ATT,ATT_Perceivable,ATT_Operable,ATT_Understandable,ATT_Robust,score,genre,installs,androidVersion,AL-total_issues,AL-total_acc_issues,AL-GetContentDescriptionOverride,AL-ClickableViewAccessibility,AL-ContentDescription,AL-KeyboardInaccessibleWidget,AL-LabelFor,packagename,sessionID,activities_executed,states_visited,M-total_acc_issues,widgets,widgets_with_issues,M-NonTextContent,M-IdentifyInputPurpose,M-ContrastMinimum,M-TargetSize,M-DuplicateContentDescription,M-Spacing,M-UseOfColor,M-Orientation,M-PageTitled,exectime
phyphox-android,6,9,38,1,17149,74,31248,126,4,1,2,0,4,0,0,0,0,0,0,0,0,0,26,1,7,37,32,18,0,0,0,0,0,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,17,1,3,8,36,0,9,12,1,0,12,1,0,0,2,0,0,0,0,0,0,0,0,4,1,0,-,-,-,-,-,-,5,0,4,0,0,0,0,0,0,2,15,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,4,4,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,24,50,22,63,3,6,0,4.466292,Education,854646,4.0,232,20,0,3,12,2,3,de.rwth_aachen.phyphox,1596152478,1,11,6,55,5,2,0,0,2,0,0,0,1,1,1801627
pilfershushjammer,7,16,15,2,2641,24,7014,84,4,2,2,0,2,0,0,0,0,0,0,0,0,0,2,1,16,5,6,7,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,21,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,3,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,28,25,3,25,0,3,0,4.15,Tools,37312,4.3,60,0,0,0,0,0,0,cityfreqs.com.pilfershushjammer,1596174717,1,26,31,106,25,2,0,5,15,0,7,0,1,1,1803347
pin,7,0,13,0,1290,0,3696,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,7,1,18,44,12,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,11,0,7,3,1,0,0,Tools,9,4.1,51,4,0,1,2,1,0,de.nproth.pin.debug,1595803383,1,13,10,12,5,2,0,0,2,0,4,0,1,1,1804481
piwigo-android,28,21,80,8,4744,670,15708,2100,22,6,2,0,3,0,0,0,0,0,0,0,0,0,8,1,7,5,15,13,0,0,0,0,0,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,4,9,0,0,5,12,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,-,-,-,-,7,0,3,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7,4.571429,30,2,25,5,1,1,2.8510637,Photography,8053,4.1,133,2,0,0,0,0,2,org.piwigo.android.debug,1596169154,1,45,13,38,10,2,0,9,0,0,0,0,1,1,1802193
planes,12,32,48,16,4237,511,19740,1512,4,1,2,0,33,0,0,0,0,0,0,0,0,0,2,5,4,1,6,6,0,0,0,0,1,1,0,1,0,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,22,13,9,21,1,0,0,0,Games,12262,4.1,106,3,0,3,0,0,0,com.planes.android,1595805222,1,4,30,139,22,9,0,12,6,0,2,0,1,0,1800624
presencepublisher,20,0,67,0,2885,0,7266,0,15,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,20,4,2,7,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,9,2,7,5,0,0,4,0,House & Home,35,4.0,1,0,0,0,0,0,0,org.ostrya.presencepublisher.debug,1596163589,1,23,23,157,19,2,1,3,15,0,0,0,1,1,1800692
privacy-friendly-2048,9,10,20,2,3110,17,8316,42,5,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,12,10,37,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,70,208,6,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,34,32,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,8,12.75,95,7,102,0,0,0,4.714286,Games,641,5.0,578,68,0,9,59,0,0,org.secuso.privacyfriendly2048,1596159847,7,154,320,683,267,151,0,61,100,0,2,0,6,0,1800638
privacy-friendly-boardgame-clock,11,10,46,2,6604,17,20832,42,8,2,2,0,0,0,0,0,0,0,0,0,0,0,4,1,16,36,8,35,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,26,87,19,0,6,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0,0,38,58,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,183,13,14.076923,167,16,178,0,1,4,0,Games,307,5.0,296,26,0,1,24,0,1,org.secuso.privacyfriendlyboardgameclock,1596168914,9,68,68,457,60,30,0,16,10,0,0,0,8,4,1802676
privacy-friendly-circuit-training-exercises,14,0,44,0,5607,0,16968,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,40,8,42,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,1,0,31,85,12,0,2,2,0,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,0,3,0,0,0,0,0,0,0,33,60,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,166,11,15.090909,156,10,158,0,3,5,3.6666667,Health & Fitness,1890,5.0,688,41,0,1,34,6,0,org.secuso.privacyfriendlycircuittraining,1595756395,9,55,125,670,106,39,0,39,33,0,2,0,6,6,1800802
privacy-friendly-dame,7,12,18,2,2195,73,6384,210,4,2,2,0,2,0,0,0,0,0,0,0,0,0,3,2,5,16,6,17,0,0,0,0,0,1,1,1,1,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,21,4,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,12,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,5,31,4,35,0,0,0,3.6666667,Games,475,5.0,145,10,0,0,10,0,0,org.secuso.privacyfriendlydame,1596180048,5,41,156,396,156,141,0,9,2,0,0,0,3,1,1801893
privacy-friendly-finance-manager,15,5,74,1,4985,9,18396,42,12,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,15,8,33,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,78,2,4,0,0,0,19,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,-,-,-,-,-,-,6,0,8,0,0,0,0,0,0,0,15,26,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,124,11,11.272727,113,11,111,1,7,5,4.428571,Finance,668,5.0,128,24,0,8,14,0,2,org.secuso.privacyfriendlyfinancemanager,1596174480,8,101,135,706,121,22,0,71,31,0,0,0,6,5,1801024
privacy-friendly-food-tracker,15,7,43,1,3211,74,11004,126,10,1,2,0,2,0,0,0,0,0,0,0,0,0,4,2,15,21,8,40,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,0,0,16,69,12,0,6,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,10,0,0,0,0,0,0,0,41,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,121,10,12.1,109,12,107,3,10,1,2.5,Food & Drink,293,5.0,250,16,0,2,14,0,0,org.secuso.privacyfriendlyfoodtracker,1595849248,8,39,96,432,87,18,0,60,12,0,2,0,4,0,1801180
privacy-friendly-interval-timer,14,0,35,0,3964,0,12432,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,21,44,7,38,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,2,0,27,90,10,0,0,2,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,1,0,6,0,0,0,0,0,0,0,34,74,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,191,9,21.222221,185,6,189,0,0,2,4.076923,Health & Fitness,2518,5.0,375,38,0,1,26,5,6,org.secuso.privacyfriendlyintervaltimer,1596170850,8,81,99,641,85,27,1,35,23,0,2,0,6,5,1800575
privacy-friendly-minesweeper,10,10,31,2,3664,17,8358,42,7,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,14,8,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,13,71,13,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,2,0,0,0,0,0,0,0,31,19,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,121,9,13.444445,114,7,116,0,2,3,4.4666667,Games,903,5.0,98,18,0,0,18,0,0,org.secuso.privacyfriendlyminesweeper,1596161534,8,58,54,503,51,20,0,23,5,0,0,0,4,2,1801154
privacy-friendly-wifi-manager,19,10,58,2,3711,128,12054,168,13,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,23,15,11,22,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,1,0,17,36,8,0,0,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,3,0,1,0,0,0,0,0,0,0,17,22,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,66,5,13.2,56,10,61,2,0,3,3,Tools,2390,4.1,79,10,0,2,7,0,1,org.secuso.privacyfriendlywifimanager,1596034790,4,49,38,362,35,7,0,20,8,0,0,0,2,1,1804436
pslab-android,27,0,184,0,33235,0,78330,0,18,1,2,0,0,0,0,0,0,0,0,0,0,0,15,6,33,86,21,112,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,248,4,0,102,555,70,3,38,0,0,53,6,11,0,57,1,0,0,0,0,0,0,0,2,3,0,-,-,-,-,-,-,21,0,52,0,0,0,0,0,0,0,399,354,0,431,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,20,22,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1330,34,39.117645,1273,57,1307,8,10,5,4.73,Education,2343,6.0,1033,97,0,3,47,5,42,io.pslab,1596181980,8,113,99,578,82,25,1,38,23,0,0,0,7,5,1801984
quickref,11,12,20,3,1365,153,5880,504,6,2,2,0,3,0,0,0,0,0,0,0,0,0,2,1,5,3,6,8,0,0,0,0,0,1,1,1,1,0,0,1,1,1,-,-,1,-,-,-,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,10,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,8.5,16,1,16,0,0,1,4.58,Productivity,41574,4.1,27,3,0,0,2,1,0,io.github.easyintent.quickref,1596157788,2,160,36,659,34,2,0,19,4,0,9,0,2,0,1800390
